text,label
Nothing much happening,general_conversation
I had visitors earlier,general_conversation
I need a tray to eat from,utility_request
I am hungry and want something to eat,nutrition_request
I am feeling a little impatient,general_conversation
I am shaking uncontrollably and feel very weak,emergency
I think I am having a stroke,emergency
Can someone assist me in the bathroom,nurse_request
Is the nutritionist reviewing my diet,status_query
I need a toothbrush and toothpaste,utility_request
I am feeling a bit nervous about my test tomorrow,general_conversation
Can you request the nurse to visit,nurse_request
I am feeling okay today,general_conversation
What time is it,general_conversation
I want to know what I can eat after surgery,nutrition_request
Tell me something interesting,general_conversation
I enjoy talking to you,general_conversation
I need neck support,utility_request
Can you close the window please,general_conversation
I have a file with my medical documents,document_submission
I need help sitting on the edge of the bed,nurse_request
Is there any news from the lab,status_query
I cannot breathe and my lips feel blue,emergency
Can I provide my doctor's referral,document_submission
Can I give a physical document to be digitized,document_submission
Please ask someone to visit me,nurse_request
I feel lonely,general_conversation
I want boiled chicken soup,nutrition_request
I have a sharp stabbing pain in my chest,emergency
I want to know my surgery risk assessment,doctor_query
I need nursing assistance,nurse_request
Can I have a replacement remote,utility_request
Can you call for help please,nurse_request
My chest is crushing me,emergency
I have my discharge summary to submit,document_submission
I have my test reports here,document_submission
I feel a little off today and want a nurse to see me,nurse_request
I want to know if my condition is serious,doctor_query
Has the wound care team been informed,status_query
Can the doctor discuss pain relief alternatives,doctor_query
I want to know if my symptoms are normal for recovery,doctor_query
I have a deep cut that is bleeding fast,emergency
I feel nauseous and need help,nurse_request
Can the doctor look at my wound and advise,doctor_query
Can I have soap please,utility_request
Can I get a snack please,nutrition_request
Is anyone aware of my situation,status_query
Can the doctor explain when I can eat normally again,doctor_query
I need help getting up from the bed,nurse_request
Can I get a high calorie diet,nutrition_request
I fell down from the bed,emergency
I need earphones to listen to something,utility_request
I missed my last meal,nutrition_request
Can the doctor tell me about alternative treatments,doctor_query
Help me I am dying,emergency
Hi there,general_conversation
Has the nurse been informed yet,status_query
I am having a panic attack and cannot breathe,emergency
Can you get a staff member,nurse_request
I am sweating heavily and feel faint,emergency
I want oats in the morning,nutrition_request
Can the doctor tell me about my surgery,doctor_query
Something ruptured inside I think,emergency
I feel something is very wrong with my heart,emergency
Can the doctor arrange a specialist consultation,doctor_query
I cannot control my limbs,emergency
Can the doctor explain my blood report,doctor_query
I am awake now,general_conversation
I feel a bit sleepy,general_conversation
I cannot open my eyes properly,emergency
It is too noisy and I cannot sleep,utility_request
Can I drink coffee during my treatment,nutrition_request
I am thinking of happy things,general_conversation
I am hungry for something warm,nutrition_request
Did anyone see my earlier request,status_query
Has my concern been escalated,status_query
I have severe chest pain right now,emergency
I have my operative notes to hand over,document_submission
Can someone help me with my IV drip,nurse_request
My heart is racing very fast,emergency
Can I get a meal tray please,utility_request
I want to provide a list of my previous surgeries,document_submission
Can I submit the file to the records team,document_submission
Can I have a banana and some milk,nutrition_request
Can I have vegetarian only meals,nutrition_request
I want my prescribed nutritional drink,nutrition_request
Can I get something for my low blood sugar,nutrition_request
Can the doctor review my treatment response,doctor_query
Can I give a full medical history document,document_submission
Can a nurse check my oxygen levels,nurse_request
Can we have a conversation,general_conversation
I have a fitness certificate to submit,document_submission
Can I get toilet paper please,utility_request
Can I get a bedpan please,utility_request
Can I get food good for wound healing,nutrition_request
Can I get food earlier today please,nutrition_request
Can I have a warm blanket,utility_request
Can I have some sprouts,nutrition_request
I need a nurse to change my dressing,nurse_request
What does the doctor say about my condition,doctor_query
I feel a little sad,general_conversation
Can I get fiber-rich food please,nutrition_request
I need someone to accompany me to the bathroom,nurse_request
Is the medicine on its way,status_query
Can the doctor come and speak with me personally,doctor_query
Please call a doctor immediately it is very serious,emergency
I need help reaching the water jug,nurse_request
Can someone clean my room,utility_request
I want to know about complications to watch for,doctor_query
What happened to my food request,status_query
Has the supervisor been notified,status_query
I am thinking about my pet,general_conversation
I feel faint and need support,nurse_request
Did my meal request go through,status_query
When will I get my next pain medication,status_query
I feel like I am going to die,emergency
I want to discuss my recovery plan with the doctor,doctor_query
Can I get a back support cushion,utility_request
I have food allergies please check,nutrition_request
Can I give my nutritional assessment,document_submission
What medication am I taking and why,doctor_query
I want to understand my antibiotics course,doctor_query
Can I get a writing pad please,utility_request
I want to watch the news,utility_request
Is my care plan being updated,status_query
Just need some company,general_conversation
Can someone loosen my dressing please,nurse_request
Please call someone to my bedside,nurse_request
I need help adjusting my support pillow,nurse_request
I need help cleaning up please,nurse_request
Can the doctor explain what my diagnosis means,doctor_query
I want to hand over all my old reports together,document_submission
Is the doctor coming to see me today,status_query
I want a blanket,utility_request
I want some blankets,utility_request
I want an extra blanket,utility_request
I want a warm blanket,utility_request
I want a pillow,utility_request
I want the fan on,utility_request
I want a wheelchair,utility_request
I want a charger,utility_request
I want the lights off,utility_request
I want clean sheets,utility_request
I want a towel,utility_request
I want a comb,utility_request
I want some tissues,utility_request
I want slippers,utility_request
I want a TV remote,utility_request
I want the curtains closed,utility_request
I want more water in my jug,utility_request
I want my bed adjusted,utility_request
I want my room cleaned,utility_request
I want a walking stick,utility_request
I want some food,nutrition_request
I want a meal,nutrition_request
I want something to eat,nutrition_request
I want juice,nutrition_request
I want warm milk,nutrition_request
I want tea,nutrition_request
I want biscuits,nutrition_request
I want fruits,nutrition_request
I want dal and rice,nutrition_request
I want my diet meal,nutrition_request
I feel tired,general_conversation
I am tired,general_conversation
I feel exhausted,general_conversation
I feel a bit tired,general_conversation
I am feeling very tired,general_conversation
I feel fatigued,general_conversation
I feel drowsy,general_conversation
I am sleepy,general_conversation
I feel weak but okay,general_conversation
I have sudden chest pain,emergency
Severe chest pain right now,emergency
I cannot breathe at all,emergency
I am losing consciousness,emergency
My heart is beating very irregularly,emergency
I feel extreme sudden weakness,emergency
I think I am having a stroke,emergency
