text,intent,
Please I need assistance getting to the bathroom safely I would really appreciate it.,nurse_request,
Please I need assistance with my back brace,nurse_request,
Please I need help adjusting my arm sling,nurse_request,
Please I need help propping up with pillows thank you,nurse_request,
Please I need help putting on my glasses they fell thank you so much,nurse_request,
Please I need help washing my face,nurse_request,
Please I need my blood pressure checked please,nurse_request,
Please I need my blood pressure checked please is that possible?,nurse_request,
Please I need something for this headache please can you help?,nurse_request,
Please I need the bed raised higher for eating,nurse_request,
Please I need the bed raised higher for eating as soon as possible.,nurse_request,
Please I need the burn cream reapplied please can you help?,nurse_request,
Please I need the nurse to bring me a glass of water thank you,nurse_request,
Please I need to use the toilet please help me walk as soon as possible.,nurse_request,
Please I really need a nurse can someone come kindly help.,nurse_request,
Please I think my IV has come out can someone come thank you,nurse_request,
Please My IV site is swollen can a nurse look at it thank you so much,nurse_request,
Please My blanket fell on the floor can someone pick it up,nurse_request,
Please My heart rate feels fast can nurse check I would really appreciate it.,nurse_request,
Please My pillow cover is dirty can someone replace it I would really appreciate it.,nurse_request,
Please My pillow cover is dirty can someone replace it can someone help?,nurse_request,
Please My pillow has slipped can someone fix it,nurse_request,
Please My pulse oximeter fell off can nurse reattach can you help?,nurse_request,
Please My stitches feel tight can the nurse look,nurse_request,
Please Pain ki dawai chahiye nurse se poochho,nurse_request,
Please The IV fluid is not dripping can someone check,nurse_request,
Please The IV is leaking near the needle site please,nurse_request,
Please The catheter bag is full can someone empty it,nurse_request,
Please The dressing has blood on it can nurse change it,nurse_request,
Please The drip rate seems too slow can nurse check,nurse_request,
Please The light above my bed is bothering me can nurse fix at the earliest please.,nurse_request,
Please The monitor is beeping can nurse come check at the earliest please.,nurse_request,
Please The monitor is beeping can nurse come check please help.,nurse_request,
Please The saline bag needs to be replaced please,nurse_request,
Please The trash bin is full can someone empty it can you help?,nurse_request,
Please bring a basin I need to wash I would really appreciate it.,nurse_request,
Please bring me the walking frame,nurse_request,
Please bring me the walking frame at the earliest please.,nurse_request,
Please bring my inhaler from the nursing station can someone help?,nurse_request,
Please change my bedsheet it is damp,nurse_request,
Please change my bedsheet it is damp kindly help.,nurse_request,
Please check my pulse it feels weird,nurse_request,
Please come and check the monitor alarm,nurse_request,
Please come and take my blood pressure reading,nurse_request,
Please come quickly I need assistance,nurse_request,
Please help me sit up in the bed please help.,nurse_request,
Please help me sit up in the bed this is urgent.,nurse_request,
Please help me turn onto my stomach,nurse_request,
Please help me turn onto my stomach this is urgent.,nurse_request,
Please lower my bed a little can you help?,nurse_request,
Please lower the head of the bed I feel dizzy sitting up,nurse_request,
Please lower the head of the bed I feel dizzy sitting up please,nurse_request,
Please raise the foot end of my bed,nurse_request,
Please raise the foot end of my bed thank you so much,nurse_request,
Please raise the foot end of my bed this is urgent.,nurse_request,
Please send a nurse as soon as possible thank you so much,nurse_request,
Please send someone from the nursing station,nurse_request,
Please send someone from the nursing station can someone help?,nurse_request,
Please turn off the light it is too bright,nurse_request,
Please turn off the light it is too bright thank you so much,nurse_request,
Sister please come to bed 4 I would really appreciate it.,nurse_request,
The IV fluid is not dripping can someone check I would really appreciate it.,nurse_request,
The IV is leaking near the needle site,nurse_request,
The IV is leaking near the needle site as soon as possible.,nurse_request,
The IV pump is making a noise can nurse check,nurse_request,
The alarm on my machine keeps going off please help.,nurse_request,
The bandage on my hand is coming off,nurse_request,
The bed is too flat can nurse adjust it please,nurse_request,
The blanket is scratchy can I get a softer one,nurse_request,
The blanket is scratchy can I get a softer one kindly help.,nurse_request,
The catheter bag is full can someone empty it,nurse_request,
The drip rate seems too slow can nurse check as soon as possible.,nurse_request,
The drip seems to be running out can you help?,nurse_request,
The fan is blowing directly on me can nurse adjust,nurse_request,
The fan is blowing directly on me can nurse adjust thank you so much,nurse_request,
The gauze is sticking to my wound can nurse help,nurse_request,
The light above my bed is bothering me can nurse fix please,nurse_request,
The machine next to me is making a loud noise is that possible?,nurse_request,
The monitor is beeping can nurse come check,nurse_request,
The monitor is beeping can nurse come check thank you,nurse_request,
The pain medication is wearing off please send nurse,nurse_request,
The plaster on my cut has come off can nurse fix it kindly help.,nurse_request,
The suction machine is not working can nurse check can you help?,nurse_request,
The tape on my dressing is peeling off at the earliest please.,nurse_request,
The thermometer is not reading properly can nurse bring another I would really appreciate it.,nurse_request,
The thermometer is not reading properly can nurse bring another can you help?,nurse_request,
The trash bin is full can someone empty it I would really appreciate it.,nurse_request,
Um Can I get my evening pain medication now can you help?,nurse_request,
Um Can a nurse come and talk to me for a bit,nurse_request,
Um Can nurse come check the ECG leads they feel loose,nurse_request,
Um Can someone adjust my neck collar it is rubbing at the earliest please.,nurse_request,
Um Can someone bring me a warm compress is that possible?,nurse_request,
Um Can someone bring me a warm compress this is urgent.,nurse_request,
Um Can someone bring me the commode chair kindly help.,nurse_request,
Um Can someone check my blood sugar levels thank you so much,nurse_request,
Um Can someone come I am feeling very restless,nurse_request,
Um Can someone come check my vitals I do not feel right,nurse_request,
Um Can someone come check my vitals I do not feel right this is urgent.,nurse_request,
Um Can someone come to my room please,nurse_request,
Um Can someone put a pillow between my knees can you help?,nurse_request,
Um Can someone put the cooling gel on my swollen ankle,nurse_request,
Um Can the night nurse please check on me as soon as possible.,nurse_request,
Um Can the nurse apply the steroid cream on my eczema can someone help?,nurse_request,
Um Can the nurse assist me with a bed bath thank you,nurse_request,
Um Can the nurse bring an extra pillow can someone help?,nurse_request,
Um Can the nurse bring me a neck pillow thank you,nurse_request,
Um Can the nurse bring me some ice chips can you help?,nurse_request,
Um Can the nurse check my pain medication,nurse_request,
Um Can the nurse come I need some comfort,nurse_request,
Um Can the nurse help me put on my surgical stockings thank you so much,nurse_request,
Um I am feeling nervous about the surgery can someone come can someone help?,nurse_request,
Um I need a wedge pillow for my back,nurse_request,
Um I need assistance getting to the bathroom safely kindly help.,nurse_request,
Um I need help putting my dentures in,nurse_request,
Um I need help putting my dentures in thank you so much,nurse_request,
Um I need help transferring to the chair kindly help.,nurse_request,
Um I need help with my walker to go to the window please help.,nurse_request,
Um I need my burn dressing replaced please can someone help?,nurse_request,
Um I need my oxygen saturation checked,nurse_request,
Um I need the curtain closed please this is urgent.,nurse_request,
Um I need the nurse on duty to come as soon as possible.,nurse_request,
Um I need the nurse to help me with my prosthetic,nurse_request,
Um My bandage is too tight can someone loosen it kindly help.,nurse_request,
Um My catheter tube is kinked can someone fix it,nurse_request,
Um My catheter tube is kinked can someone fix it at the earliest please.,nurse_request,
Um My pillow cover is dirty can someone replace it,nurse_request,
Um My surgical wound is oozing can nurse check please help.,nurse_request,
Um Please ask the nurse to come when she is free can you help?,nurse_request,
Um Please change my bedsheet it is damp please help.,nurse_request,
Um Please help me brush my teeth,nurse_request,
Um Please help me clean up I had an accident please help.,nurse_request,
Um Please help me clean up I had an accident thank you so much,nurse_request,
Um Please open the curtain I would like some daylight,nurse_request,
Um Please raise the foot end of my bed,nurse_request,
Um Please take my temperature I feel warm please help.,nurse_request,
Um The blanket is scratchy can I get a softer one can you help?,nurse_request,
Um The drip seems to be running out I would really appreciate it.,nurse_request,
Um The gauze is sticking to my wound can nurse help,nurse_request,
Um The light above my bed is bothering me can nurse fix,nurse_request,
pls Can a nurse come the IV alarm is going off please help.,nurse_request,
pls Can nurse come reset the infusion pump alarm this is urgent.,nurse_request,
pls Can nurse put the antiseptic on my cut,nurse_request,
pls Can someone adjust my neck collar it is rubbing,nurse_request,
pls Can someone bring me my muscle relaxant,nurse_request,
pls Can someone bring my walking stick from the corner,nurse_request,
pls Can someone dim the lights in my room as soon as possible.,nurse_request,
pls Can someone give me something for the cramps thank you so much,nurse_request,
pls Can someone help me get up I feel a bit weak,nurse_request,
pls Can someone help me with oral care,nurse_request,
pls Can someone help me with oral care can you help?,nurse_request,
pls Can the nurse help me do my walking exercise,nurse_request,
pls Can the nurse put calamine on my itchy spots thank you so much,nurse_request,
pls Can the nurse reapply the ointment on my sore this is urgent.,nurse_request,
pls Can you send the nursing staff please thank you so much,nurse_request,
pls I am feeling homesick can someone come by please,nurse_request,
pls I am feeling very alone can a nurse come sit with me kindly help.,nurse_request,
pls I am stuck in this position can nurse help,nurse_request,
pls I cannot lie down comfortably can someone help,nurse_request,
pls I dropped my book can nurse pick it up please,nurse_request,
pls I dropped something on the floor can nurse pick it up at the earliest please.,nurse_request,
pls I need a new IV line the current one is not working,nurse_request,
pls I need help combing my hair as soon as possible.,nurse_request,
pls I need help opening this medicine bottle is that possible?,nurse_request,
pls I need help transferring to the chair thank you,nurse_request,
pls I need help washing my face kindly help.,nurse_request,
pls I need help with my knee brace it is too tight thank you so much,nurse_request,
pls I need my dentures cleaned can nurse help,nurse_request,
pls I need my pain medicine please,nurse_request,
pls I need petroleum jelly on my chapped lips,nurse_request,
pls I need socks my feet are cold kindly help.,nurse_request,
pls I need some reassurance from a nurse please thank you,nurse_request,
pls I need someone to steady me while I walk,nurse_request,
pls I need sunscreen applied before I sit by the window at the earliest please.,nurse_request,
pls I need the antifungal cream applied on my feet as soon as possible.,nurse_request,
pls I need the nurse to apply the ointment on my rash,nurse_request,
pls I need to use the restroom urgently can someone help,nurse_request,
pls My IV site is swollen can a nurse look at it,nurse_request,
pls My blanket fell on the floor can someone pick it up is that possible?,nurse_request,
pls My call button is not working can someone come,nurse_request,
pls My call button is not working can someone come thank you so much,nurse_request,
pls My drip stand needs to be moved closer to the bed,nurse_request,
pls My hearing aid battery is dead can nurse help thank you so much,nurse_request,
pls My pain has not gone down can nurse come this is urgent.,nurse_request,
pls My pain is about a 7 right now can someone help can you help?,nurse_request,
pls Pain ki dawai chahiye nurse se poochho this is urgent.,nurse_request,
pls Please call the nurse I need some help kindly help.,nurse_request,
pls Please call the nurse I need some help thank you so much,nurse_request,
pls Please come and check my temperature,nurse_request,
pls Please help me stand I have been sitting too long I would really appreciate it.,nurse_request,
pls Please help me walk a few steps by the bed can someone help?,nurse_request,
pls Please lower my bed a little as soon as possible.,nurse_request,
pls Please monitor my blood pressure it was high earlier is that possible?,nurse_request,
pls Sister yahan aaiye please,nurse_request,
pls The IV fluid is not dripping can someone check can someone help?,nurse_request,
pls The alarm on my machine keeps going off can someone help?,nurse_request,
pls The catheter bag is full can someone empty it kindly help.,nurse_request,
pls The machine next to me is making a loud noise thank you,nurse_request,
um Can a nurse come and talk to me for a bit,nurse_request,
um Can nurse apply the prescribed drops in my ear,nurse_request,
um Can nurse help apply the cream the doctor prescribed,nurse_request,
um Can someone adjust the monitor settings the alarm keeps going off please help.,nurse_request,
um Can someone adjust the reading light for me,nurse_request,
um Can someone apply a fresh bandage to my arm as soon as possible.,nurse_request,
um Can someone apply the healing balm on my wound edges thank you,nurse_request,
um Can someone change my wound dressing it is soaked through thank you,nurse_request,
um Can someone check if the right fluid is in my IV I would really appreciate it.,nurse_request,
um Can someone come I am feeling very restless,nurse_request,
um Can someone help me reach the call bell it fell,nurse_request,
um Can someone help me with my elastic bandage,nurse_request,
um Can someone take my vitals please I would really appreciate it.,nurse_request,
um Can the nurse accompany me to the restroom thank you so much,nurse_request,
um Can the nurse bring an extra pillow,nurse_request,
um Can the nurse check my blood pressure,nurse_request,
um Can the nurse close the window it is drafty thank you so much,nurse_request,
um Can the nurse give me my scheduled medication can you help?,nurse_request,
um Can the nurse help me wash my hands,nurse_request,
um Can the nurse put calamine on my itchy spots,nurse_request,
um Can the nurse reapply the ointment on my sore thank you,nurse_request,
um Hello is there a nurse on this floor I would really appreciate it.,nurse_request,
um I am feeling cold can someone bring a heated blanket,nurse_request,
um I am feeling overwhelmed can someone sit with me at the earliest please.,nurse_request,
um I am feeling overwhelmed can someone sit with me can you help?,nurse_request,
um I am having trouble sleeping can a nurse come as soon as possible.,nurse_request,
um I am missing my family can a nurse come talk,nurse_request,
um I am not feeling well in general please come,nurse_request,
um I am stuck in this position can nurse help,nurse_request,
um I am very worried about my test results can someone talk please help.,nurse_request,
um I dropped my book can nurse pick it up please help.,nurse_request,
um I feel moderate pain can someone come kindly help.,nurse_request,
um I feel so lonely can the nurse come by,nurse_request,
um I feel uneasy can a nurse come and check on me,nurse_request,
um I need a bedpan please,nurse_request,
um I need help adjusting my arm sling,nurse_request,
um I need help changing my sleeping position,nurse_request,
um I need help cleaning up after using the bedpan,nurse_request,
um I need help putting on my glasses they fell,nurse_request,
um I need my pain medicine please kindly help.,nurse_request,
um I need my temperature taken it keeps going up,nurse_request,
um I need socks my feet are cold,nurse_request,
um I need some reassurance from a nurse please as soon as possible.,nurse_request,
um I need sunscreen applied before I sit by the window,nurse_request,
um I need support to walk to the door and back,nurse_request,
um I need the antifungal cream applied on my feet,nurse_request,
um I need the burn cream reapplied please,nurse_request,
um I need the nurse on duty to come as soon as possible.,nurse_request,
um I need the nurse on duty to come please help.,nurse_request,
um I need the nurse to help me with my prosthetic can someone help?,nurse_request,
um I need the nurse to remove the old dressing,nurse_request,
um I need to be turned to prevent bed sores thank you,nurse_request,
um I need to use the restroom urgently can someone help,nurse_request,
um I think my IV has come out can someone come this is urgent.,nurse_request,
um My blood pressure cuff is not working can nurse check manually,nurse_request,
um My catheter tube is kinked can someone fix it is that possible?,nurse_request,
um My drip has stopped flowing please come I would really appreciate it.,nurse_request,
um My gown is wet can nurse help change can you help?,nurse_request,
um My hearing aid battery is dead can nurse help this is urgent.,nurse_request,
um My pain has not gone down can nurse come,nurse_request,
um My pillow has slipped can someone fix it can you help?,nurse_request,
um My pulse oximeter fell off can nurse reattach please help.,nurse_request,
um My stomach is hurting can a nurse come check kindly help.,nurse_request,
um My surgical wound is oozing can nurse check please help.,nurse_request,
um My temperature feels high can a nurse come thank you so much,nurse_request,
um My wound is leaking fluid can someone come is that possible?,nurse_request,
um Please bring me the walking frame kindly help.,nurse_request,
um Please bring my inhaler from the nursing station,nurse_request,
um Please check my pulse it feels weird can someone help?,nurse_request,
um Please come and check my temperature can you help?,nurse_request,
um Please help me sit up in the bed as soon as possible.,nurse_request,
um Please raise the foot end of my bed,nurse_request,
um Please raise the foot end of my bed is that possible?,nurse_request,
um Please send a nurse as soon as possible this is urgent.,nurse_request,
um Sister please come to bed 4 as soon as possible.,nurse_request,
um The IV line seems blocked can someone check is that possible?,nurse_request,
um The feeding pump is alarming can nurse come please,nurse_request,
um The suction machine is not working can nurse check,nurse_request,
um The tape on my dressing is peeling off is that possible?,nurse_request,
um The trash bin is full can someone empty it please,nurse_request,
,,
Actually Am I allowed to drink water before the test,doctor_query,
Actually Am I allowed to eat solid food now this is urgent.,doctor_query,
Actually Can doctor come and explain the surgery risks please,doctor_query,
Actually Can the doctor explain the procedure step by step,doctor_query,
Actually Can the doctor explain to my mother what medication I am on this is urgent.,doctor_query,
Actually Can the doctor explain what will happen during the procedure,doctor_query,
Actually Can the doctor give dietary guidelines for recovery thank you,doctor_query,
Actually Can the doctor review my pain medication please help.,doctor_query,
Actually Can the doctor speak with my health insurance coordinator,doctor_query,
Actually Can the doctor speak with my health insurance coordinator please help.,doctor_query,
Actually Can the doctor switch me to a different painkiller,doctor_query,
Actually Can the doctor tell me if the infection markers are down thank you,doctor_query,
Actually Can the doctor tell me if the treatment is working thank you so much,doctor_query,
Actually Can the orthopedic doctor come see me is that possible?,doctor_query,
Actually Can you ask the doctor if I can start eating normally,doctor_query,
Actually Can you page the doctor for me please as soon as possible.,doctor_query,
Actually Doctor ko bolo aaj aa jayein please,doctor_query,
Actually Doctor told me to let them know if I have fever after surgery this is urgent.,doctor_query,
Actually How long will the operation take this is urgent.,doctor_query,
Actually How often do I need to change the dressing at home,doctor_query,
Actually How soon after surgery can I eat,doctor_query,
Actually I am having trouble breathing after the chest procedure can someone help?,doctor_query,
Actually I cannot move my arm properly after the surgery kindly help.,doctor_query,
Actually I feel a burning sensation when I pass urine,doctor_query,
Actually I feel a lump near the incision site can you help?,doctor_query,
Actually I feel very weak and dizzy since the medicine started is that possible?,doctor_query,
Actually I have been on this drip for long is it still needed,doctor_query,
Actually I have been vomiting since the morning please send doctor,doctor_query,
Actually I have questions for my doctor please,doctor_query,
Actually I need the doctor to review my pain management plan please,doctor_query,
Actually I need the oncologist to discuss my report,doctor_query,
Actually I noticed a lump under my arm please have doctor check thank you so much,doctor_query,
Actually I want to ask the doctor about alternative treatments,doctor_query,
Actually I want to know how many stitches I will need I would really appreciate it.,doctor_query,
Actually I want to know how many stitches I will need can you help?,doctor_query,
Actually I want to know how many stitches I will need kindly help.,doctor_query,
Actually I want to know if my biopsy results are ready can someone help?,doctor_query,
Actually I want to know if my condition is improving can you help?,doctor_query,
Actually I want to know what my cholesterol numbers mean please,doctor_query,
Actually I want to meet the head doctor of this ward kindly help.,doctor_query,
Actually I want to speak to my doctor I would really appreciate it.,doctor_query,
Actually I want to speak with the anesthesiologist kindly help.,doctor_query,
Actually I want to talk to the specialist doctor please thank you,doctor_query,
Actually I want to understand why this treatment was chosen,doctor_query,
Actually Is it safe for me to climb stairs when I go home this is urgent.,doctor_query,
Actually Is there a less invasive treatment option for me,doctor_query,
Actually Is there a less invasive treatment option for me at the earliest please.,doctor_query,
Actually My skin has turned yellowish can doctor come see please help.,doctor_query,
Actually Please arrange for the doctor to come,doctor_query,
Actually The medication side effect is bothering me,doctor_query,
Actually The ultrasound was done yesterday any results yet,doctor_query,
Actually There is redness spreading around my surgical wound,doctor_query,
Actually There is some discharge from the wound,doctor_query,
Actually What are the next steps in my treatment,doctor_query,
Actually What are the possible complications of this surgery,doctor_query,
Actually What warning signs should I watch for at home please help.,doctor_query,
Actually When can I go back to eating non-vegetarian food,doctor_query,
Actually When can I take a shower after discharge I would really appreciate it.,doctor_query,
Actually Will I be awake during the procedure,doctor_query,
Actually Will I need a blood transfusion during surgery,doctor_query,
Actually Will I need a blood transfusion during surgery this is urgent.,doctor_query,
Actually Will I need physiotherapy after this at the earliest please.,doctor_query,
After the procedure I feel very uncomfortable please call doctor as soon as possible.,doctor_query,
Am I allowed to drink water before the test,doctor_query,
Am I allowed to drink water before the test at the earliest please.,doctor_query,
Am I allowed to exercise lightly during recovery,doctor_query,
Am I allowed to exercise lightly during recovery can you help?,doctor_query,
Can I ask the doctor about my test results,doctor_query,
Can I ask the doctor about my test results can someone help?,doctor_query,
Can I ask the doctor about my test results please help.,doctor_query,
Can I eat breakfast before the operation,doctor_query,
Can I take this medicine with food or not,doctor_query,
Can I take this medicine with food or not I would really appreciate it.,doctor_query,
Can I take this medicine with food or not kindly help.,doctor_query,
Can doctor come and explain the surgery risks,doctor_query,
Can doctor come and explain the surgery risks can someone help?,doctor_query,
Can doctor explain the bone density test results is that possible?,doctor_query,
Can doctor explain what the scan showed please help.,doctor_query,
Can doctor prescribe home care instructions,doctor_query,
Can doctor talk to my wife about post-discharge care,doctor_query,
Can my doctor come and see me,doctor_query,
Can someone find out when the doctor will come,doctor_query,
Can the doctor advise on alcohol consumption after treatment as soon as possible.,doctor_query,
Can the doctor advise on my fluid intake,doctor_query,
Can the doctor advise on protein intake for healing,doctor_query,
Can the doctor advise on protein intake for healing as soon as possible.,doctor_query,
Can the doctor advise what diet I should follow,doctor_query,
Can the doctor advise what diet I should follow can you help?,doctor_query,
Can the doctor advise what diet I should follow thank you,doctor_query,
Can the doctor call my daughter and update her,doctor_query,
Can the doctor check if my medicines have any interactions,doctor_query,
Can the doctor check if my medicines have any interactions please help.,doctor_query,
Can the doctor come and check my stitches,doctor_query,
Can the doctor discuss my rehabilitation plan,doctor_query,
Can the doctor discuss my rehabilitation plan as soon as possible.,doctor_query,
Can the doctor discuss my rehabilitation plan is that possible?,doctor_query,
Can the doctor discuss my thyroid test results at the earliest please.,doctor_query,
Can the doctor discuss my thyroid test results kindly help.,doctor_query,
Can the doctor discuss the long-term prognosis with me is that possible?,doctor_query,
Can the doctor explain how long recovery will take,doctor_query,
Can the doctor explain how long recovery will take at the earliest please.,doctor_query,
Can the doctor explain how long recovery will take kindly help.,doctor_query,
Can the doctor explain my X-ray results as soon as possible.,doctor_query,
Can the doctor explain the meaning of my platelet count can you help?,doctor_query,
Can the doctor explain the procedure step by step is that possible?,doctor_query,
Can the doctor explain the procedure step by step please,doctor_query,
Can the doctor explain to my mother what medication I am on,doctor_query,
Can the doctor explain to my mother what medication I am on I would really appreciate it.,doctor_query,
Can the doctor explain to my mother what medication I am on can someone help?,doctor_query,
Can the doctor explain to my mother what medication I am on can you help?,doctor_query,
Can the doctor explain what happens after discharge can someone help?,doctor_query,
Can the doctor explain what happens after discharge this is urgent.,doctor_query,
Can the doctor explain what kind of implant will be used is that possible?,doctor_query,
Can the doctor explain what my ECG report means,doctor_query,
Can the doctor explain what will happen during the procedure,doctor_query,
Can the doctor explain what will happen during the procedure at the earliest please.,doctor_query,
Can the doctor explain why I need this new medication thank you so much,doctor_query,
Can the doctor explain why my white cell count is high is that possible?,doctor_query,
Can the doctor explain why my white cell count is high thank you,doctor_query,
Can the doctor give a written update for my family can someone help?,doctor_query,
Can the doctor give dietary guidelines for recovery,doctor_query,
Can the doctor give me a discharge summary is that possible?,doctor_query,
Can the doctor go over my CT scan findings as soon as possible.,doctor_query,
Can the doctor go over my CT scan findings kindly help.,doctor_query,
Can the doctor go over my CT scan findings please,doctor_query,
Can the doctor go over my CT scan findings thank you so much,doctor_query,
Can the doctor prescribe medicines for home,doctor_query,
Can the doctor prescribe medicines for home thank you,doctor_query,
Can the doctor provide a return-to-work note,doctor_query,
Can the doctor reassure my family I am doing okay,doctor_query,
Can the doctor recommend a diet plan for my condition,doctor_query,
Can the doctor recommend a diet plan for my condition this is urgent.,doctor_query,
Can the doctor reduce the dosage of my sleeping pill at the earliest please.,doctor_query,
Can the doctor reduce the dosage of my sleeping pill this is urgent.,doctor_query,
Can the doctor refer me to a specialist for follow-up please help.,doctor_query,
Can the doctor schedule a post-discharge phone consultation can you help?,doctor_query,
Can the doctor schedule a post-discharge phone consultation thank you,doctor_query,
Can the doctor speak to my family about my condition can you help?,doctor_query,
Can the doctor speak with my health insurance coordinator,doctor_query,
Can the doctor speak with my health insurance coordinator as soon as possible.,doctor_query,
Can the doctor switch me to a different painkiller,doctor_query,
Can the doctor tell me about the anesthesia options,doctor_query,
Can the doctor tell me if I can eat fruits now is that possible?,doctor_query,
Can the doctor tell me if I need another surgery,doctor_query,
Can the doctor tell me if I need another surgery at the earliest please.,doctor_query,
Can the doctor tell me if I need another surgery can you help?,doctor_query,
Can the doctor tell me if I need another surgery please help.,doctor_query,
Can the doctor tell me if the infection markers are down can you help?,doctor_query,
Can the doctor tell me if the infection markers are down kindly help.,doctor_query,
Can the doctor tell me if the infection markers are down please,doctor_query,
Can the doctor tell me if the surgery can be postponed this is urgent.,doctor_query,
Can the doctor tell me if the treatment is working,doctor_query,
Can the doctor tell me when I can drive again please,doctor_query,
Can the doctor tell me when I can drive again please help.,doctor_query,
Can the neurologist come and examine me,doctor_query,
Can the orthopedic doctor come see me is that possible?,doctor_query,
Can the pulmonologist visit me today can you help?,doctor_query,
Can the surgeon check if the stitches need to be removed I would really appreciate it.,doctor_query,
Can you ask the doctor if I can start eating normally,doctor_query,
Can you hear me? Can doctor talk to my wife about post-discharge care I would really appreciate it.,doctor_query,
Can you hear me? Can doctor talk to my wife about post-discharge care thank you so much,doctor_query,
Can you hear me? Can the cardiologist be called please,doctor_query,
Can you hear me? Can the doctor advise on my fluid intake at the earliest please.,doctor_query,
Can you hear me? Can the doctor advise what diet I should follow,doctor_query,
Can you hear me? Can the doctor check if my medicines have any interactions can you help?,doctor_query,
Can you hear me? Can the doctor discuss my rehabilitation plan can someone help?,doctor_query,
Can you hear me? Can the doctor tell me when I can drive again,doctor_query,
Can you hear me? Can the gynecologist come and check on me thank you,doctor_query,
Can you hear me? Can the surgeon check if the stitches need to be removed is that possible?,doctor_query,
Can you hear me? Can you ask the doctor if I can start eating normally can you help?,doctor_query,
Can you hear me? Doctor varaliya enna aachi as soon as possible.,doctor_query,
Can you hear me? I am having difficulty swallowing after the throat surgery kindly help.,doctor_query,
Can you hear me? I feel something popping near the wound when I cough I would really appreciate it.,doctor_query,
Can you hear me? I have questions for my doctor I would really appreciate it.,doctor_query,
Can you hear me? I need to speak to the psychiatrist please thank you,doctor_query,
Can you hear me? I think my condition is getting worse as soon as possible.,doctor_query,
Can you hear me? I want to know if my condition is improving please,doctor_query,
Can you hear me? I want to speak with the anesthesiologist kindly help.,doctor_query,
Can you hear me? Is it okay to have spicy food after the surgery as soon as possible.,doctor_query,
Can you hear me? Is it safe for me to climb stairs when I go home can you help?,doctor_query,
Can you hear me? My family wants to know how long the hospital stay will be,doctor_query,
Can you hear me? My father wants to discuss alternative treatments with the doctor,doctor_query,
Can you hear me? Please ask the doctor if I can eat normally before the procedure,doctor_query,
Can you hear me? Please ask the doctor if I can eat normally before the procedure at the earliest please.,doctor_query,
Can you hear me? Post operation pain is very high please inform doctor at the earliest please.,doctor_query,
Can you hear me? The drainage from my wound has changed color is that possible?,doctor_query,
Can you hear me? The injection site is very sore is that normal is that possible?,doctor_query,
Can you hear me? The medication side effect is bothering me is that possible?,doctor_query,
Can you hear me? When is the doctor doing rounds today can someone help?,doctor_query,
Can you hear me? When should I come back to get my stitches removed as soon as possible.,doctor_query,
Can you hear me? Will I need to come back for more tests please help.,doctor_query,
Do I need bed rest at home after leaving at the earliest please.,doctor_query,
Doctor I have been feeling nauseous since morning is that possible?,doctor_query,
Doctor I have been feeling nauseous since morning please help.,doctor_query,
Doctor ne report dekha kya abhi tak thank you so much,doctor_query,
Doctor told me to let them know if I have fever after surgery,doctor_query,
Doctor told me to let them know if I have fever after surgery I would really appreciate it.,doctor_query,
Excuse me Can I take this medicine with food or not,doctor_query,
Excuse me Can doctor explain what the scan showed,doctor_query,
Excuse me Can doctor prescribe home care instructions,doctor_query,
Excuse me Can doctor prescribe wound care supplies for home can you help?,doctor_query,
Excuse me Can someone tell the doctor I have had a reaction to the antibiotic,doctor_query,
Excuse me Can the cardiologist be called please,doctor_query,
Excuse me Can the doctor advise on alcohol consumption after treatment please help.,doctor_query,
Excuse me Can the doctor advise on protein intake for healing please,doctor_query,
Excuse me Can the doctor call my daughter and update her can you help?,doctor_query,
Excuse me Can the doctor discuss my thyroid test results,doctor_query,
Excuse me Can the doctor explain what happens after discharge,doctor_query,
Excuse me Can the doctor explain what my ECG report means,doctor_query,
Excuse me Can the doctor explain why I need this new medication I would really appreciate it.,doctor_query,
Excuse me Can the doctor reassure my family I am doing okay thank you so much,doctor_query,
Excuse me Can the doctor reduce the dosage of my sleeping pill this is urgent.,doctor_query,
Excuse me Can the doctor speak to my family about my condition thank you,doctor_query,
Excuse me Can the doctor tell me about lifestyle changes I need to make,doctor_query,
Excuse me Can the doctor tell me about the success rate of this treatment,doctor_query,
Excuse me Can the doctor tell me if I can have coffee kindly help.,doctor_query,
Excuse me Can the doctor tell me if I should avoid certain foods at the earliest please.,doctor_query,
Excuse me Can the doctor write a fitness certificate for me as soon as possible.,doctor_query,
Excuse me Can the neurologist come and examine me please help.,doctor_query,
Excuse me Do I need someone at home to help me after discharge,doctor_query,
Excuse me Doctor kab aayenge mujhe batayein,doctor_query,
Excuse me How long will I need to stay in the hospital thank you,doctor_query,
Excuse me How often do I need to change the dressing at home I would really appreciate it.,doctor_query,
Excuse me I am having difficulty swallowing after the throat surgery,doctor_query,
Excuse me I am having trouble breathing after the chest procedure,doctor_query,
Excuse me I feel the current treatment is not helping please tell doctor can someone help?,doctor_query,
Excuse me I forgot to mention I take blood thinners at home,doctor_query,
Excuse me I forgot to mention I take blood thinners at home thank you so much,doctor_query,
Excuse me I have been having night sweats should I report this I would really appreciate it.,doctor_query,
Excuse me I have fever after the operation is that normal can someone help?,doctor_query,
Excuse me I have questions for my doctor I would really appreciate it.,doctor_query,
Excuse me I have questions for my doctor kindly help.,doctor_query,
