text,intent,Unnamed: 2
Um Can you tell me the current bill amount thank you so much,status_query,
Um Has anyone followed up on my complaint,status_query,
Um Has my case been discussed in the team meeting please,status_query,
Um Has my daughter been given the entry pass can you help?,status_query,
Um Has my daughter been given the entry pass is that possible?,status_query,
Um Has the ICU visiting time been announced at the earliest please.,status_query,
Um Has the billing department cleared my discharge kindly help.,status_query,
Um Has the cashless approval come from insurance I would really appreciate it.,status_query,
Um Has the consultant been informed about my case can someone help?,status_query,
Um Has the deposit been adjusted in my bill,status_query,
Um Has the doctor seen my report yet is that possible?,status_query,
Um Has the duty doctor been told about my request,status_query,
Um Has the insurance claim been submitted this is urgent.,status_query,
Um Has the insurance pre-authorization for transfer been done,status_query,
Um Has the lipid profile report come in thank you so much,status_query,
Um Has the maintenance team received my plumbing complaint thank you so much,status_query,
Um Has the multidisciplinary team reviewed my case,status_query,
Um Has the pharmacy bill been added to my account is that possible?,status_query,
Um Has the pharmacy prepared my take-home medicines this is urgent.,status_query,
Um How long more will it take for the nurse to come,status_query,
Um I called for a bedpan earlier it still has not come can someone help?,status_query,
Um Is my echo test booked for today kindly help.,status_query,
Um Is my family allowed to stay overnight,status_query,
Um Is my family allowed to stay overnight I would really appreciate it.,status_query,
Um Is my food request approved yet,status_query,
Um Is my insurance covering the surgery cost at the earliest please.,status_query,
Um Is my medicine prescription ready for discharge,status_query,
Um Is the senior doctor coming for evening rounds,status_query,
Um Is there a timeline for my remaining treatment please,status_query,
Um Is there an update on my cashless claim please help.,status_query,
Um My family is waiting outside has the pass been given,status_query,
Um My family is waiting outside has the pass been given as soon as possible.,status_query,
Um What time do I need to be fasting from tonight,status_query,
Um What time is my procedure tomorrow this is urgent.,status_query,
Um When are visiting hours today this is urgent.,status_query,
Um When can my children visit me,status_query,
Um When is my discharge time approximately this is urgent.,status_query,
Um When is my follow-up X-ray,status_query,
Um When is my next doctor round,status_query,
Um When is my surgery scheduled is that possible?,status_query,
Um When is my x-ray result expected,status_query,
Um When is the physiotherapist expected to come thank you so much,status_query,
Um When will I know if the treatment is working,status_query,
Um When will I receive the itemized bill is that possible?,status_query,
Um When will the allergy test results come,status_query,
Um When will the allergy test results come kindly help.,status_query,
Um When will the discharge nurse come to brief me,status_query,
Um When will the final bill be ready thank you,status_query,
Um When will the physiotherapy slot be confirmed,status_query,
Um When will the porter come to shift me,status_query,
Um When will they allow visitors in the ward,status_query,
What is happening with my case please update me,status_query,
What is the status of my request,status_query,
What is the status of my request is that possible?,status_query,
What time do I need to be fasting from tonight,status_query,
What time does the morning round start as soon as possible.,status_query,
What time is my procedure tomorrow as soon as possible.,status_query,
What time is the blood draw in the morning,status_query,
What time is the blood transfusion starting can you help?,status_query,
What time is the dressing change tomorrow,status_query,
What time will the doctor come for rounds today can someone help?,status_query,
What time will the occupational therapist visit me please,status_query,
When are visiting hours today,status_query,
When are visiting hours today kindly help.,status_query,
When can my children visit me,status_query,
When can my children visit me can someone help?,status_query,
When can my children visit me can you help?,status_query,
When can my children visit me please help.,status_query,
When is my chemotherapy session,status_query,
When is my chemotherapy session please help.,status_query,
When is my next ECG scheduled,status_query,
When is my next ECG scheduled can someone help?,status_query,
When is my spirometry test booked please help.,status_query,
When is the anesthesiologist coming for the pre-op check thank you so much,status_query,
When is the dietitian coming please,status_query,
When is the physiotherapist expected to come,status_query,
When will I be moved to a private room,status_query,
When will I be moved to a private room I would really appreciate it.,status_query,
When will I get my test results,status_query,
When will I get my test results can someone help?,status_query,
When will I get the PET scan results kindly help.,status_query,
When will I hear back about the second opinion,status_query,
When will I know if the treatment is working is that possible?,status_query,
When will I know if the treatment is working please help.,status_query,
When will I receive the itemized bill as soon as possible.,status_query,
When will my attendant be called for discharge briefing,status_query,
When will my attendant be called for discharge briefing thank you so much,status_query,
When will my discharge medicines be ready is that possible?,status_query,
When will the biopsy results be finalized can someone help?,status_query,
When will the blood culture results be out,status_query,
When will the blood culture results be out can you help?,status_query,
When will the blood culture results be out kindly help.,status_query,
When will the blood culture results be out thank you,status_query,
When will the discharge nurse come to brief me,status_query,
When will the discharge nurse come to brief me can you help?,status_query,
When will the discharge nurse come to brief me kindly help.,status_query,
When will the discharge nurse come to brief me please,status_query,
When will the final bill be ready,status_query,
When will the final bill be ready thank you so much,status_query,
When will the insurance settlement be processed,status_query,
When will the insurance settlement be processed I would really appreciate it.,status_query,
When will the insurance settlement be processed kindly help.,status_query,
When will the neurologist visit my ward please,status_query,
When will the physiotherapy slot be confirmed can someone help?,status_query,
When will the radiologist come I would really appreciate it.,status_query,
When will the radiologist come as soon as possible.,status_query,
When will the surgeon come to check on me this is urgent.,status_query,
When will the wound care nurse come please,status_query,
When will they allow visitors in the ward,status_query,
Will the orthopedic doctor come today,status_query,
actually Am I scheduled for any tests today please,status_query,
actually Can I know when the discharge formalities will be done can you help?,status_query,
actually Can my family come in now or do they need to wait kindly help.,status_query,
actually Can someone explain the next steps in my care thank you,status_query,
actually Can someone tell me the balance amount pending kindly help.,status_query,
actually Can you check if my request is being processed thank you so much,status_query,
actually Can you check if the ultrasound report is ready kindly help.,status_query,
actually Can you check if there are any pending charges on my bill is that possible?,status_query,
actually Has my room cleaning request been noted,status_query,
actually Has my room cleaning request been noted thank you so much,status_query,
actually Has the ICU visiting time been announced at the earliest please.,status_query,
actually Has the ICU visiting time been announced please,status_query,
actually Has the billing department cleared my discharge please help.,status_query,
actually Has the colonoscopy appointment been fixed please help.,status_query,
actually Has the night shift doctor been briefed about me,status_query,
actually Has the visitor limit been changed today,status_query,
actually How long more will it take for the nurse to come can someone help?,status_query,
actually I called for a bedpan earlier it still has not come thank you so much,status_query,
actually I requested extra pillows is someone bringing them is that possible?,status_query,
actually Is my insurance covering the surgery cost is that possible?,status_query,
actually Is my liver function test report ready,status_query,
actually Is my physiotherapy session today,status_query,
actually Is my transfer to the general ward confirmed please help.,status_query,
actually Is the ENT specialist visiting this ward today is that possible?,status_query,
actually Is the billing department working on my invoice please help.,status_query,
actually Is the nurse coming soon I have been waiting as soon as possible.,status_query,
actually Is the specialist still coming to see me today,status_query,
actually Is there a timeline for my remaining treatment,status_query,
actually Is there any feedback from the lab about my samples can someone help?,status_query,
actually Is there any test planned for me today thank you so much,status_query,
actually Status check on my earlier request please thank you,status_query,
actually When are visiting hours today,status_query,
actually When is my discharge time approximately this is urgent.,status_query,
actually When is my next doctor round,status_query,
actually When is my next injection scheduled I would really appreciate it.,status_query,
actually When is the anesthesiologist coming for the pre-op check,status_query,
actually When is the dietitian coming,status_query,
actually When is the next visiting window,status_query,
actually When is the pulmonologist expected as soon as possible.,status_query,
actually When will I be discharged please help.,status_query,
actually When will my blanket arrive please help.,status_query,
actually When will the allergy test results come can you help?,status_query,
actually When will the biopsy results be finalized,status_query,
actually When will the final bill be ready,status_query,
actually When will the neurologist visit my ward kindly help.,status_query,
actually Will the nutritionist visit me today,status_query,
actually Will the nutritionist visit me today this is urgent.,status_query,
excuse me Can someone explain the next steps in my care can someone help?,status_query,
excuse me Can someone tell me the balance amount pending at the earliest please.,status_query,
excuse me Can someone tell me the plan for the rest of the day kindly help.,status_query,
excuse me Can someone update me on what tests are remaining I would really appreciate it.,status_query,
excuse me Can you check if my family received the update call,status_query,
excuse me Can you check if my family received the update call can someone help?,status_query,
excuse me Can you check if the ultrasound report is ready,status_query,
excuse me Can you find out if my stool test report is ready can someone help?,status_query,
excuse me Did the lab send my report thank you,status_query,
excuse me Has anyone acted on my earlier request please,status_query,
excuse me Has insurance approval come for my treatment,status_query,
excuse me Has insurance approval come for my treatment thank you,status_query,
excuse me Has my MRI appointment been booked,status_query,
excuse me Has my blood test result come yet,status_query,
excuse me Has my wife been informed about the room change,status_query,
excuse me Has my wife been informed about the room change can you help?,status_query,
excuse me Has the advance payment been recorded,status_query,
excuse me Has the doctor seen my report yet I would really appreciate it.,status_query,
excuse me Has the insurance pre-authorization for transfer been done,status_query,
excuse me Has the insurance pre-authorization for transfer been done is that possible?,status_query,
excuse me Has the maintenance team received my plumbing complaint kindly help.,status_query,
excuse me Has the night shift doctor been briefed about me,status_query,
excuse me I asked for a call bell replacement is it on the way at the earliest please.,status_query,
excuse me I asked for a charger has someone found one,status_query,
excuse me I want to know the progress of my treatment thank you so much,status_query,
excuse me I was told the report comes in 2 hours it has been 3 at the earliest please.,status_query,
excuse me Is my doctor query still pending,status_query,
excuse me Is my echo test booked for today,status_query,
excuse me Is my family allowed to stay overnight,status_query,
excuse me Is my food request approved yet,status_query,
excuse me Is my physiotherapy session today please help.,status_query,
excuse me Is my radiation session at the usual time today,status_query,
excuse me Is my urine test result available can someone help?,status_query,
excuse me Is the dermatologist coming to see me today at the earliest please.,status_query,
excuse me Is the senior doctor coming for evening rounds can someone help?,status_query,
excuse me Is the visitor registration done for my relatives,status_query,
excuse me Is there an update on my cashless claim,status_query,
excuse me What is the schedule for my scans this week,status_query,
excuse me What time does the morning round start as soon as possible.,status_query,
excuse me What time is the blood transfusion starting,status_query,
excuse me What time will the scan be done I would really appreciate it.,status_query,
excuse me When can my children visit me as soon as possible.,status_query,
excuse me When can my children visit me this is urgent.,status_query,
excuse me When is my dialysis session kindly help.,status_query,
excuse me When is my follow-up X-ray please help.,status_query,
excuse me When is my follow-up X-ray thank you,status_query,
excuse me When is my spirometry test booked I would really appreciate it.,status_query,
excuse me When is my surgery scheduled,status_query,
excuse me When is the ICU transfer happening please help.,status_query,
excuse me When is the pulmonologist expected can someone help?,status_query,
excuse me When is the pulmonologist expected please,status_query,
excuse me When will I be discharged at the earliest please.,status_query,
excuse me When will I be moved to a private room,status_query,
excuse me When will my attendant be called for discharge briefing,status_query,
excuse me When will the final bill be ready I would really appreciate it.,status_query,
excuse me When will the final bill be ready can you help?,status_query,
excuse me When will the insurance settlement be processed can someone help?,status_query,
excuse me When will the insurance settlement be processed thank you so much,status_query,
excuse me When will the porter come to shift me,status_query,
excuse me When will the surgeon come to check on me this is urgent.,status_query,
hi Any update from the doctor on my condition,status_query,
hi Any update on my request,status_query,
hi Can I get an interim bill statement this is urgent.,status_query,
hi Can I know when the discharge formalities will be done,status_query,
hi Can someone update me on what tests are remaining thank you,status_query,
hi Did the lab send my report,status_query,
hi Has my hemoglobin report been updated,status_query,
hi Has my request for a different room been approved thank you so much,status_query,
hi Has my wife been informed about the room change I would really appreciate it.,status_query,
hi Has the ICU visiting time been announced kindly help.,status_query,
hi Has the advance payment been recorded can someone help?,status_query,
hi Has the cashless approval come from insurance please help.,status_query,
hi Has the consultant been informed about my case,status_query,
hi Has the duty doctor been told about my request as soon as possible.,status_query,
hi Has the hospital called my emergency contact thank you,status_query,
hi Has the insurance claim been submitted can you help?,status_query,
hi Has the insurance pre-authorization for transfer been done as soon as possible.,status_query,
hi Has the insurance team approved my discharge,status_query,
hi Has the insurance team approved my discharge is that possible?,status_query,
hi Has the utility team received my request,status_query,
hi I asked for a wheelchair an hour ago where is it thank you,status_query,
hi Is my CT scan report available now thank you so much,status_query,
hi Is my echo test booked for today is that possible?,status_query,
hi Is my family allowed to stay overnight,status_query,
hi Is my family aware of the discharge time,status_query,
hi Is my insurance covering the surgery cost is that possible?,status_query,
hi Is my physiotherapy session today,status_query,
hi Is the angiogram report available yet please help.,status_query,
hi Is the nurse coming soon I have been waiting thank you,status_query,
hi Is the senior doctor coming for evening rounds can you help?,status_query,
hi Is there any change in my diet plan is that possible?,status_query,
hi Status check on my earlier request please I would really appreciate it.,status_query,
hi What is the plan for tonight regarding my medication can someone help?,status_query,
hi What time does the morning round start can you help?,status_query,
hi What time is my procedure tomorrow can you help?,status_query,
hi When are visiting hours today,status_query,
hi When are visiting hours today thank you,status_query,
hi When is my next ECG scheduled,status_query,
hi When is my spirometry test booked as soon as possible.,status_query,
hi When is my x-ray result expected,status_query,
hi When is my x-ray result expected can you help?,status_query,
hi When is the ICU transfer happening,status_query,
hi When is the physiotherapist expected to come as soon as possible.,status_query,
hi When will I know if the treatment is working,status_query,
hi When will I receive the itemized bill,status_query,
hi When will my attendant be called for discharge briefing this is urgent.,status_query,
hi When will the final bill be ready I would really appreciate it.,status_query,
hi When will the final bill be ready kindly help.,status_query,
hi When will the wound care nurse come,status_query,
hi Will the orthopedic doctor come today I would really appreciate it.,status_query,
pls Am I being transferred to another ward thank you,status_query,
pls Can I get an interim bill statement kindly help.,status_query,
pls Can I know when the discharge formalities will be done is that possible?,status_query,
pls Can my family come in now or do they need to wait,status_query,
pls Can someone tell me what is expected to happen today I would really appreciate it.,status_query,
pls Did the nurse get my message thank you so much,status_query,
pls Has my blood test result come back yet thank you so much,status_query,
pls Has my daughter been given the entry pass at the earliest please.,status_query,
pls Has the insurance pre-authorization for transfer been done,status_query,
pls Has the multidisciplinary team reviewed my case,status_query,
pls Has the room change been arranged,status_query,
pls Has the visitor limit been changed today thank you,status_query,
pls I asked for a charger has someone found one kindly help.,status_query,
pls I made a request an hour ago is it done please help.,status_query,
pls I pressed the call bell twenty minutes ago and no response,status_query,
pls Is anyone monitoring my situation,status_query,
pls Is anyone monitoring my situation please,status_query,
pls Is my family allowed to stay overnight please help.,status_query,
pls Is my scan report ready please,status_query,
pls Is my transfer to the general ward confirmed can you help?,status_query,
pls Is the ambulance arranged for my discharge at the earliest please.,status_query,
pls Is there any new information about my treatment,status_query,
pls Is there any new information about my treatment this is urgent.,status_query,
pls Is there any test planned for me today as soon as possible.,status_query,
pls Is there any update I should know about thank you,status_query,
pls What time do I need to be fasting from tonight as soon as possible.,status_query,
pls What time does the morning round start please,status_query,
pls What time is my procedure tomorrow I would really appreciate it.,status_query,
pls When can my children visit me as soon as possible.,status_query,
pls When is my chemotherapy session this is urgent.,status_query,
pls When is my next ECG scheduled thank you,status_query,
pls When is my next injection scheduled is that possible?,status_query,
pls When is my next injection scheduled thank you,status_query,
pls When is my spirometry test booked,status_query,
pls When is the anesthesiologist coming for the pre-op check is that possible?,status_query,
pls When is the next wound dressing change scheduled thank you so much,status_query,
pls When will I hear back about the second opinion kindly help.,status_query,
pls When will the biopsy results be finalized please,status_query,
pls When will the physiotherapy slot be confirmed kindly help.,status_query,
pls When will the porter come to shift me,status_query,
pls When will the surgeon come to check on me can you help?,status_query,
um Can I get an interim bill statement thank you,status_query,
um Can my family come in now or do they need to wait please help.,status_query,
um Can someone explain the next steps in my care kindly help.,status_query,
um Can someone tell me the balance amount pending,status_query,
um Can someone tell me the plan for the rest of the day I would really appreciate it.,status_query,
um Can you find out if my stool test report is ready thank you so much,status_query,
um Can you tell me the current bill amount can you help?,status_query,
um Has my MRI appointment been booked,status_query,
um Has my blood test result come back yet,status_query,
um Has my final bill been generated,status_query,
um Has the dietitian consultation been booked can someone help?,status_query,
um Has the doctor seen my report yet I would really appreciate it.,status_query,
um Has the housekeeping request been forwarded as soon as possible.,status_query,
um Has the maintenance team received my plumbing complaint,status_query,
um Has the oncologist reviewed my file yet thank you so much,status_query,
um Has the pharmacy bill been added to my account I would really appreciate it.,status_query,
um Has the visitor limit been changed today,status_query,
um I asked for a call bell replacement is it on the way,status_query,
um I asked for a call bell replacement is it on the way is that possible?,status_query,
um I made a request an hour ago is it done thank you,status_query,
um I pressed the call bell twenty minutes ago and no response,status_query,
um I pressed the call bell twenty minutes ago and no response kindly help.,status_query,
um I submitted a request earlier has anyone seen it,status_query,
um Is my transfer to the general ward confirmed kindly help.,status_query,
um Is the billing department working on my invoice I would really appreciate it.,status_query,
um Is the stress test happening today I would really appreciate it.,status_query,
um Is the stress test happening today as soon as possible.,status_query,
um Is the transport arranged for going home,status_query,
um Is there a timeline for my remaining treatment,status_query,
um Is there any change in my diet plan please help.,status_query,
um Is there any new instruction from the doctor kindly help.,status_query,
um Is there any progress update on my recovery,status_query,
um My meal request was made an hour ago any update thank you so much,status_query,
um What time is the blood transfusion starting please help.,status_query,
um What time will the occupational therapist visit me this is urgent.,status_query,
um When can my children visit me as soon as possible.,status_query,
um When can my children visit me please help.,status_query,
um When is my discharge time approximately can someone help?,status_query,
um When is my discharge time approximately thank you,status_query,
um When is my surgery scheduled as soon as possible.,status_query,
um When is the ICU transfer happening,status_query,
um When is the next visiting window kindly help.,status_query,
um When is the on-call doctor expected kindly help.,status_query,
um When is the pulmonologist expected this is urgent.,status_query,
um When will my attendant be called for discharge briefing,status_query,
um When will my blanket arrive please help.,status_query,
um When will they allow visitors in the ward,status_query,
um Will the nutritionist visit me today,status_query,
Actually Can I get a dental kit please,utility_request,
Actually Can I get a hypoallergenic pillow I have allergies thank you,utility_request,
Actually Can I get a magazine or book to read,utility_request,
Actually Can I get a weighing scale brought to my room please help.,utility_request,
Actually Can I get an extra meal tray for my attendant as soon as possible.,utility_request,
Actually Can my attendant use the patient bathroom,utility_request,
Actually Can my family get access to the pantry,utility_request,
Actually Can my family member get a guest pass at the earliest please.,utility_request,
Actually Can someone bring a clock to my room,utility_request,
Actually Can someone bring a multi-plug for my devices as soon as possible.,utility_request,
Actually Can someone bring a torch the lights went off,utility_request,
Actually Can someone bring batteries for my hearing aid,utility_request,
Actually Can someone bring me a spare blanket it is chilly at the earliest please.,utility_request,
Actually Can someone bring me some lip balm thank you,utility_request,
Actually Can someone bring my discharge summary to my room please,utility_request,
Actually Can someone disinfect the door handles,utility_request,
Actually Can someone disinfect the door handles is that possible?,utility_request,
Actually Can someone fix the power outlet it is sparking,utility_request,
Actually Can someone fix the power outlet it is sparking can someone help?,utility_request,
Actually Can someone fix the power outlet it is sparking kindly help.,utility_request,
Actually Can someone help me connect my phone to the wifi,utility_request,
Actually Can someone help me find the lost and found can someone help?,utility_request,
Actually Can someone mop the floor there is water please help.,utility_request,
Actually Can someone spray air freshener in my room,utility_request,
Actually Can someone switch on the night light as soon as possible.,utility_request,
Actually Can someone turn on the fan please as soon as possible.,utility_request,
Actually Can someone turn on the heater it is very chilly I would really appreciate it.,utility_request,
Actually Can someone turn on the light I can't reach the switch,utility_request,
Actually Can the room temperature be set a little warmer as soon as possible.,utility_request,
Actually Can the room temperature be set a little warmer at the earliest please.,utility_request,
Actually I need a clean pillow cover this one is stained can you help?,utility_request,
Actually I need a hair comb can someone bring one,utility_request,
Actually I need a small towel for my face,utility_request,
Actually I need a walking frame to go to the washroom kindly help.,utility_request,
Actually I need a wheelchair to go to the cafeteria at the earliest please.,utility_request,
Actually I need an extension board for charging I would really appreciate it.,utility_request,
Actually I need fresh towels please,utility_request,
Actually Is there a locker where my attendant can keep bags is that possible?,utility_request,
Actually Is there a shop where I can buy snacks nearby,utility_request,
Actually My attendant needs a pillow for the night,utility_request,
Actually My bed light bulb has fused can someone replace it please,utility_request,
Actually My room has not been cleaned since yesterday,utility_request,
Actually The bed sheet has a tear can someone replace it,utility_request,
Actually The bedside table needs wiping down thank you so much,utility_request,
Actually The fan is making a squeaking noise can someone fix it at the earliest please.,utility_request,
Actually The floor near my bed is wet can someone dry it as soon as possible.,utility_request,
Actually The heater in my room is not working kindly help.,utility_request,
Actually The plug point is too far from my bed thank you so much,utility_request,
Actually The room is too hot can you adjust the AC please,utility_request,
Actually The room smells of disinfectant too strongly can you help?,utility_request,
Actually The walker wheels are stuck can someone oil them this is urgent.,utility_request,
Actually The wash basin is clogged can someone fix it,utility_request,
Actually The wheelchair brakes are not working can someone fix I would really appreciate it.,utility_request,
Actually The wheelchair tire is flat can someone replace it,utility_request,
Actually There is no hot water in the bathroom at the earliest please.,utility_request,
Can I get a book from the hospital library,utility_request,
Can I get a book from the hospital library this is urgent.,utility_request,
Can I get a box of tissues for my cold,utility_request,
Can I get a cotton blanket instead of this woolen one,utility_request,
Can I get a cup or glass please this is urgent.,utility_request,
Can I get a dental kit please,utility_request,
Can I get a do-not-disturb sign for my door as soon as possible.,utility_request,
Can I get a lightweight wheelchair thank you,utility_request,
Can I get a magazine or book to read I would really appreciate it.,utility_request,
Can I get a sanitizer bottle for my room,utility_request,
Can I get a sanitizer bottle for my room I would really appreciate it.,utility_request,
Can I get a set of earphones for the TV please help.,utility_request,
Can I get a small bedside lamp,utility_request,
Can I get a thermometer to keep at my bedside,utility_request,
Can I get a thicker blanket please can someone help?,utility_request,
Can I get a water bottle for my bedside can someone help?,utility_request,
Can I get a weighing scale brought to my room,utility_request,
Can I get a wheelchair please,utility_request,
Can I get an extra blanket please it is cold this is urgent.,utility_request,
Can I get an extra meal tray for my attendant,utility_request,
Can I get an extra meal tray for my attendant is that possible?,utility_request,
Can I get an extra set of cutlery for my visitor,utility_request,
Can I get the wifi password please this is urgent.,utility_request,
Can I have a fresh sheet please,utility_request,
Can I have the crutches please,utility_request,
Can housekeeping bring fresh garbage bags can you help?,utility_request,
Can my attendant use the patient bathroom,utility_request,
Can my family get access to the pantry at the earliest please.,utility_request,
Can my family get access to the pantry kindly help.,utility_request,
Can someone arrange a visitor chair that reclines,utility_request,
Can someone bring a folding cot for my companion thank you so much,utility_request,
Can someone bring a mattress for my caretaker I would really appreciate it.,utility_request,
Can someone bring a mattress for my caretaker this is urgent.,utility_request,
Can someone bring a mirror to my room can someone help?,utility_request,
Can someone bring a mirror to my room can you help?,utility_request,
Can someone bring a mirror to my room thank you,utility_request,
Can someone bring a multi-plug for my devices I would really appreciate it.,utility_request,
Can someone bring a newspaper today's edition,utility_request,
Can someone bring a newspaper today's edition thank you,utility_request,
Can someone bring a torch the lights went off please,utility_request,
Can someone bring a torch the lights went off thank you so much,utility_request,
Can someone bring a waterproof sheet for the bed please,utility_request,
Can someone bring a waterproof sheet for the bed this is urgent.,utility_request,
Can someone bring batteries for my hearing aid,utility_request,
Can someone bring drinking water for my visitor,utility_request,
Can someone bring drinking water for my visitor can someone help?,utility_request,
Can someone bring drinking water for my visitor is that possible?,utility_request,
Can someone bring me a basin to wash my hands as soon as possible.,utility_request,
Can someone bring me a basin to wash my hands thank you,utility_request,
Can someone bring me a pen and paper,utility_request,
Can someone bring me a pen and paper this is urgent.,utility_request,
Can someone bring me a walking stick I would really appreciate it.,utility_request,
Can someone bring me some lip balm thank you so much,utility_request,
Can someone bring the portable wheelchair ramp,utility_request,
Can someone bring the wheelchair for my x-ray appointment as soon as possible.,utility_request,
Can someone bring two extra pillows for elevation can you help?,utility_request,
Can someone bring two extra pillows for elevation is that possible?,utility_request,
Can someone bring two extra pillows for elevation please,utility_request,
Can someone bring two extra pillows for elevation thank you,utility_request,
Can someone change my pillow cover,utility_request,
Can someone clean the commode chair,utility_request,
Can someone disinfect the door handles thank you so much,utility_request,
Can someone empty the dustbin in my room,utility_request,
Can someone empty the dustbin in my room is that possible?,utility_request,
Can someone empty the dustbin in my room please help.,utility_request,
Can someone fix the power outlet it is sparking,utility_request,
Can someone fix the power outlet it is sparking is that possible?,utility_request,
Can someone help me find the lost and found can you help?,utility_request,
Can someone help me find the lost and found is that possible?,utility_request,
Can someone iron my clothes for discharge day,utility_request,
Can someone mop under my bed there is dirt,utility_request,
Can someone mop under my bed there is dirt please,utility_request,
Can someone open the window for fresh air,utility_request,
Can someone open the window for fresh air as soon as possible.,utility_request,
Can someone spray air freshener in my room thank you so much,utility_request,
Can someone tell me where the hospital canteen is kindly help.,utility_request,
Can someone tune the TV to the news channel,utility_request,
Can someone tune the TV to the news channel please,utility_request,
Can someone turn off the corridor light it is disturbing,utility_request,
Can someone turn off the corridor light it is disturbing is that possible?,utility_request,
Can someone turn on the fan please this is urgent.,utility_request,
Can someone turn on the light I can't reach the switch,utility_request,
Can someone turn on the light I can't reach the switch please help.,utility_request,
Can someone turn on the light in the bathroom,utility_request,
Can someone turn on the light in the bathroom can someone help?,utility_request,
Can the hallway light be dimmed at night I would really appreciate it.,utility_request,
Can the room be aired out please I would really appreciate it.,utility_request,
Can the room be sanitised please,utility_request,
Can the room temperature be set a little warmer,utility_request,
Can the room temperature be set a little warmer as soon as possible.,utility_request,
Can you adjust the height of my bed please,utility_request,
Can you adjust the height of my bed please thank you so much,utility_request,
Can you get me a phone charger please I would really appreciate it.,utility_request,
Can you hear me? Can I get a do-not-disturb sign for my door,utility_request,
Can you hear me? Can I get a hypoallergenic pillow I have allergies at the earliest please.,utility_request,
Can you hear me? Can I get a sanitizer bottle for my room I would really appreciate it.,utility_request,
Can you hear me? Can I get a water bottle for my bedside thank you so much,utility_request,
Can you hear me? Can I get a weighing scale brought to my room can you help?,utility_request,
Can you hear me? Can I get an extra blanket please it is cold at the earliest please.,utility_request,
Can you hear me? Can I get an extra meal tray for my attendant,utility_request,
Can you hear me? Can I get an extra set of cutlery for my visitor kindly help.,utility_request,
Can you hear me? Can someone adjust the curtains to block the sunlight can someone help?,utility_request,
Can you hear me? Can someone adjust the curtains to block the sunlight can you help?,utility_request,
Can you hear me? Can someone bring a chair for my visitor,utility_request,
Can you hear me? Can someone bring a fleece blanket I am cold,utility_request,
Can you hear me? Can someone bring a mirror to my room can someone help?,utility_request,
Can you hear me? Can someone bring adhesive tape for my bandage I would really appreciate it.,utility_request,
Can you hear me? Can someone bring batteries for my hearing aid this is urgent.,utility_request,
Can you hear me? Can someone bring drinking water for my visitor,utility_request,
Can you hear me? Can someone dim the overhead lights for the night,utility_request,
Can you hear me? Can someone dim the overhead lights for the night thank you,utility_request,
Can you hear me? Can someone open the window for fresh air,utility_request,
Can you hear me? Can someone turn off the corridor light it is disturbing,utility_request,
Can you hear me? Can someone turn on the light in the bathroom kindly help.,utility_request,
Can you hear me? I need a calendar to track my stay,utility_request,
Can you hear me? I need a calendar to track my stay thank you so much,utility_request,
Can you hear me? I need a hair comb can someone bring one thank you,utility_request,
Can you hear me? I need a heating pad for my back please help.,utility_request,
Can you hear me? I need a wheelchair to go to the scan,utility_request,
Can you hear me? I need an extension board for charging,utility_request,
Can you hear me? I spilled water can someone come clean I would really appreciate it.,utility_request,
Can you hear me? Is there a laundry service for my clothes please,utility_request,
Can you hear me? Is there a pharmacy inside the hospital,utility_request,
Can you hear me? Is there a pharmacy inside the hospital at the earliest please.,utility_request,
Can you hear me? My attendant needs a blanket too,utility_request,
Can you hear me? My attendant needs a pillow for the night thank you,utility_request,
Can you hear me? My bed remote is missing can someone bring a spare I would really appreciate it.,utility_request,
Can you hear me? My bedside drawer is sticky can someone wipe it please,utility_request,
Can you hear me? My duvet cover needs changing it is soiled,utility_request,
Can you hear me? The TV in my room is not working thank you,utility_request,
Can you hear me? The bath drain is very slow can someone check please,utility_request,
Can you hear me? The bathroom exhaust fan is not working,utility_request,
Can you hear me? The bathroom mirror is dirty can someone clean it at the earliest please.,utility_request,
Can you hear me? The bedside table needs wiping down at the earliest please.,utility_request,
Can you hear me? The cable channels are not showing anything can you help?,utility_request,
Can you hear me? The charging cable keeps falling can I get a clip,utility_request,
Can you hear me? The charging cable keeps falling can I get a clip this is urgent.,utility_request,
Can you hear me? The clock on the wall has stopped working at the earliest please.,utility_request,
Can you hear me? The emergency light in the room keeps blinking,utility_request,
Can you hear me? The faucet is running continuously and won't stop can you help?,utility_request,
Can you hear me? The internet speed is very slow in this room as soon as possible.,utility_request,
Can you hear me? The mirror in the bathroom is cracked is that possible?,utility_request,
Can you hear me? The power socket near my bed is not working can you help?,utility_request,
Can you hear me? The remote control battery is dead,utility_request,
Can you hear me? The room light is too bright can you dim it,utility_request,
Can you hear me? The sink tap is dripping constantly,utility_request,
Can you hear me? The wheelchair brakes are not working can someone fix,utility_request,
Can you increase the AC temperature a little thank you so much,utility_request,
Excuse me Can I get a cup or glass please is that possible?,utility_request,
Excuse me Can I get a magazine or book to read,utility_request,
Excuse me Can I get a set of earphones for the TV I would really appreciate it.,utility_request,
Excuse me Can I get a thicker blanket please I would really appreciate it.,utility_request,
Excuse me Can I get a wheelchair please,utility_request,
Excuse me Can I get an extra blanket please it is cold,utility_request,
Excuse me Can someone adjust the curtains to block the sunlight I would really appreciate it.,utility_request,
Excuse me Can someone bring a mattress for my caretaker,utility_request,
